,Q,A,label
19876,심상정 / 정의당,per:employee_of,6
19877,하희라 / 최수종,per:spouse,17
19878,대우그룹 / 김우중,no_relation,0
19879,오스카르 2세 / 나사우의 소피아,per:spouse,17
19880,손다이크 / 미국 뉴욕주,per:place_of_death,27
19881,Sean2slow / Movement,per:employee_of,6
19882,토론토 랩터스 / NBA,org:member_of,20
19883,루이지뉴 / 공격수,per:title,4
19884,영광군 / 김준성,org:top_members/employees,1
19885,아자이 나가마사 / 롯카쿠 요시카타,no_relation,0
19886,국민의당 / 안철수,org:top_members/employees,1
19887,CNES / 프랑스,org:place_of_headquarters,7
19888,폴리텍 / 이석행,org:top_members/employees,1
19889,찬드라굽타 마우리아 / 차나키야,per:colleagues,14
19890,첼시 FC / 카를로 쿠디치니,org:top_members/employees,1
19891,앙드레 김 / 2010년 8월 12일,per:date_of_death,24
19892,평민당 / 김대중,org:founded_by,28
19893,근로인민당 / 여운형,org:top_members/employees,1
19894,손나은 / 에이핑크,per:employee_of,6
19895,마블 스튜디오 / 케빈 파이기,org:top_members/employees,1
19896,앤서니 기든스 / 사회학자,no_relation,0
19897,엘사 파타키 / 엘사 라푸엔테 메디아누,per:alternate_names,12
19898,퀸즐랜드 로어 / A리그,org:member_of,20
19899,리먼 브러더스 / 2008년,no_relation,0
19900,광복군 / 대한민국 임시 정부,no_relation,0
19901,마이크 폼페오 / 공화당,per:employee_of,6
19902,국제 아이스하키 연맹 / IIHF,org:alternate_names,5
19903,존 뉴턴 / 개신교,no_relation,0
19904,민의원 / 곽상훈,org:top_members/employees,1
19905,동서대 / 장제국,org:top_members/employees,1
19906,전북현대모터스 / 현대자동차,no_relation,0
19907,정종원 / 정재학,per:parents,21
19908,량치차오 / 양계초,per:alternate_names,12
19909,민주당 / 2016년,no_relation,0
19910,알렉스 퍼거슨 / 맨체스터 유나이티드,per:employee_of,6
19911,한국승강기안전공단 / 승강기 안전관리법,no_relation,0
19912,아이유 / 유인나,no_relation,0
19913,사회당 / 노동당,no_relation,0
19914,양평군 / 정동균,org:top_members/employees,1
19915,몬스타엑스 / 스타쉽엔터테인먼트,per:employee_of,6
19916,다니엘 시저 / Daniel Caesar,per:alternate_names,12
19917,화순군 / 구충곤,org:top_members/employees,1
19918,리콴유 / 싱가포르,per:place_of_residence,11
19919,장동건 / 고소영,per:spouse,17
19920,여수시 / 전라남도,org:member_of,20
19921,김남현 / 전남지방경찰청장,per:title,4
19922,장종훈 / 유격수,per:title,4
19923,수원 삼성 블루윙즈 / 2002,no_relation,0
19924,몽레알 / 캐나다,org:place_of_headquarters,7
19925,김정일 / 2011년,no_relation,0
19926,송하진 / 전라북도지사,per:title,4
19927,신라대학교 / 박영택,org:founded_by,28
19928,서울시 / 은행나무,no_relation,0
19929,박일준 / 한국동서발전 사장,per:title,4
19930,나르시소 엘비라 / 밀워키 브루어스,per:employee_of,6
19931,히로히토 / 일본 황실,per:employee_of,6
19932,포천시 / 경기도,org:member_of,20
19933,여영국 / 정의당,per:employee_of,6
19934,롯데제과 / 민명기,org:top_members/employees,1
19935,민주당 / 김민석,org:top_members/employees,1
19936,김지하 / 김영주,per:spouse,17
19937,임영신 / 서울특별시,per:place_of_residence,11
19938,포천시 / 박윤국,org:top_members/employees,1
19939,페스카라 / 케테우스,no_relation,0
19940,김정은 / 조선인민군,per:origin,15
19941,레딩 FC / 설기현,org:top_members/employees,1
19942,북대서양 조약 기구 / NATO,org:alternate_names,5
19943,요안 카바예 / 1986년 1월 14일,per:date_of_birth,25
19944,OB 베어스 / 1995년,no_relation,0
19945,퀴라소 / 네덜란드,no_relation,0
19946,명지대 / 명지학원,no_relation,0
19947,보건사회부 / 보건복지부,org:alternate_names,5
19948,흥덕왕 / 헌덕왕,no_relation,0
19949,아기날도 / 필리핀,per:origin,15
19950,요코미조 세이시 / 1981년 12월 28일,per:date_of_death,24
19951,나주환 / 내야수,per:title,4
19952,전주방송 / JTV,org:alternate_names,5
19953,루도비코 스포르차 / 베아트리체 데스테,per:spouse,17
19954,조메이 천황 / 고교쿠 천황,per:spouse,17
19955,국가안보실 / 대통령,no_relation,0
19956,중부지방고용노동청 / 인천광역시 미추홀구 석정로 239,org:place_of_headquarters,7
19957,팀 쿡 / CEO,per:title,4
19958,SM 엔터테인먼트 / 이수만,org:top_members/employees,1
19959,부산 아이파크 / K리그2,org:member_of,20
19960,저우언라이 / 덩잉차오,per:spouse,17
19961,한국소비자원 / 공정거래위원회,no_relation,0
19962,청나라 소조정 / 선통제,org:top_members/employees,1
19963,보루시아 묀헨글라트바흐 / 분데스리가,org:member_of,20
19964,KIA 타이거즈 / 2009년,no_relation,0
19965,버니 토핀 / 작사가,per:title,4
19966,스타벅스 / 하워드 슐츠,org:top_members/employees,1
19967,러시아 / 모스크바,no_relation,0
19968,이정후 / 외야수,per:title,4
19969,세계 야구 소프트볼 총연맹 / WBSC,org:alternate_names,5
19970,CJ푸드빌 / 정성필,org:top_members/employees,1
19971,연대자유노조 / 폴란드,org:place_of_headquarters,7
19972,화순군 / 구충곤,org:top_members/employees,1
19973,두산 베어스 / 2010년,no_relation,0
19974,아이유 / 이지은,per:alternate_names,12
19975,박성화 / 축구선수,no_relation,0
19976,상주 상무 / 2015,no_relation,0
19977,정명황후 / 리 왕조,per:employee_of,6
19978,루크레치아 보르자 / 교황 알렉산데르 6세,per:parents,21
19979,문무왕 / 신문왕,per:children,10
19980,롯데건설 / 하석주,org:top_members/employees,1
19981,국가안전기획부 / 국가정보원,no_relation,0
19982,"소르본 대학 / 55,300명",no_relation,0
19983,테즈카 오사무 / 만화가,per:title,4
19984,제우스 / 그리스,per:origin,15
19985,스이코 천황 / 조메이 천황,per:parents,21
19986,문재인 / 더불어민주당,no_relation,0
19987,최진영 / 누나 최진실,per:siblings,16
19988,경기도 / 수도권,org:member_of,20
19989,경남 FC / 2017년 10월 14일,no_relation,0
19990,포르쉐 / 자동차,org:product,3
19991,"성시경 / 가수, 작곡가, 방송인",per:title,4
19992,차병원그룹 / 일산차병원,org:members,2
19993,KIA 타이거즈 / 2018년,no_relation,0
19994,현영철 / 조선민주주의인민공화국,per:origin,15
19995,FC 서울 / 2012,no_relation,0
19996,"러시아군 / 41,000명",org:number_of_employees/members,9
19997,티코 브라헤 / 요하네스 케플러,no_relation,0
19998,노무현 / 대한민국,per:place_of_residence,11
19999,쿠레나이 와타루 / 가면라이더,no_relation,0
20000,막심 콘체비치 / 러시아,per:origin,15
20001,우주안 / 한가은,per:alternate_names,12
20002,해니벌 햄린 / 에이브러햄 링컨,per:colleagues,14
20003,광양여자고등학교 축구부 / 광양시,org:place_of_headquarters,7
20004,경시청 / 공안부,org:members,2
20005,삼성전자 / 이건희,no_relation,0
20006,한국토지주택공사 / 변창흠,org:top_members/employees,1
20007,식품의약품안전처 / 식약처,org:alternate_names,5
20008,김희겸 / 경기도 행정1부지사,per:title,4
20009,ISO / 국제 표준화 기구,org:alternate_names,5
20010,총무처 / 서울특별시,no_relation,0
20011,유영철 / 1970년 4월 18일,per:date_of_birth,25
20012,제라르 피케 이 베르나베우 / 1987년 2월 2일,per:date_of_birth,25
20013,대한민국 / 문재인,org:top_members/employees,1
20014,최동수 / 1971년 9월 11일,per:date_of_birth,25
20015,라이머 / 안현모,per:spouse,17
20016,마르틴 페트로프 / Martin Petyov Petrov,per:alternate_names,12
20017,고령군 / 경상북도,org:member_of,20
20018,이자혜 / 1991년 12월 16일,per:date_of_birth,25
20019,박정희 / 육군 대장,per:title,4
20020,김규식 / 이승만,no_relation,0
20021,한인사회당 / 이동휘,org:top_members/employees,1
20022,UC 알비노레페 / 세리에 C1,no_relation,0
20023,정경두 / 국방부 장관,per:title,4
20024,포천시 / 박윤국,org:top_members/employees,1
20025,베네딕토 2세 / 레오 2세,no_relation,0
20026,하인츠 호프 / 베를린 훔볼트 대학교,per:employee_of,6
20027,아리둥절 / 유튜버,per:title,4
20028,VfL 볼프스부르크 / 분데스리가,org:member_of,20
20029,신정치개혁당 / 신민당,no_relation,0
20030,오슬로 / 노르웨이,org:member_of,20
20031,황교안 / 박근혜,no_relation,0
20032,한예슬 / 김예슬이,per:alternate_names,12
20033,권성동 / 자유한국당,per:employee_of,6
20034,인경왕후 / 인현왕후,no_relation,0
20035,칼리 로이드 / 센트럴저지 스플래시,no_relation,0
20036,리디아 / 사르디스,no_relation,0
20037,고르카 이라이소스 / 바스크,no_relation,0
20038,오다 노부나가 / 직전신장,per:alternate_names,12
20039,소유진 / 백종원,per:spouse,17
20040,경상남도 / 창원시,no_relation,0
20041,수페르리가 엘라다 / 파나티나이코스 FC,org:members,2
20042,장제스 / 중국 국민당,per:employee_of,6
20043,루돌프 클라우지우스 / 물리학자,per:title,4
20044,윌리엄 4세 / 작센마이닝겐의 아델레이드,per:spouse,17
20045,김규식 / 이승만,per:colleagues,14
20046,이스마일 1세 / 1501년,no_relation,0
20047,타노스 / 어벤져스,no_relation,0
20048,밥 호크 / 오스트레일리아,per:origin,15
20049,OLNL / 1996년 9월 18일,per:date_of_birth,25
20050,오다 노부나가 / 직전신장,per:alternate_names,12
20051,라파엘 / Raphael,per:alternate_names,12
20052,백두현 / 고성군,per:title,4
20053,안토니오 디 나탈레 / 이탈리아,per:origin,15
20054,조선일보 / 방상훈,org:top_members/employees,1
20055,이수영 / 발라드,no_relation,0
20056,다비드 데헤아 / 아틀레티코 마드리드,no_relation,0
20057,태영건설 / 이재규,org:top_members/employees,1
20058,두산 베어스 / 2016년,no_relation,0
20059,화웨이 / 정보통신,no_relation,0
20060,존 F. 케네디 / 캐롤라인,per:children,10
20061,보해양조 / 임지선,org:top_members/employees,1
20062,스튜어트 섯클리프 / 비틀즈,no_relation,0
20063,스타십 / 그레이스 슬릭,org:top_members/employees,1
20064,서울고등검찰청 / 대검찰청,no_relation,0
20065,전해철 / 더불어민주당,per:employee_of,6
20066,크로아티아군 / 1992년,no_relation,0
20067,솔즈베리 대학교 / 1925년,org:founded,18
20068,육군인사사령부 / 대한민국 육군,org:member_of,20
20069,김세연 / 금정구,no_relation,0
20070,현재윤 / 삼성 라이온즈,per:employee_of,6
20071,대한무역투자진흥공사 / 권평오,org:top_members/employees,1
20072,강구열 / BLADE TERRAN,per:alternate_names,12
20073,티라나 / 알바니아,org:place_of_headquarters,7
20074,부트로스 부트로스갈리 / 이집트,per:origin,15
20075,이시게 히로미치 / 1루수,no_relation,0
20076,윤상직 / 기장군,no_relation,0
20077,삼성카드 / 삼성그룹,org:member_of,20
20078,알렉산더 4세 / 필리포스 3세,per:other_family,13
20079,윤승아 / 김무열,per:spouse,17
20080,래리 존슨 / 샬럿 호네츠,per:employee_of,6
20081,연남건 / 대막리지,per:title,4
20082,미 해병1사단 / 미해병대 야전병원,no_relation,0
20083,파울 모리츠 바르부르크 / 독일 함부르크,per:place_of_birth,26
20084,롯데케미칼 / 임병연,org:top_members/employees,1
20085,이낙연 / 4선 의원,per:title,4
20086,세리에 A / UEFA,org:member_of,20
20087,인천금융고등학교 / 김현정,org:top_members/employees,1
20088,심석희 / 쇼트트랙,no_relation,0
20089,SK 와이번스 / 2012년,no_relation,0
20090,셸던 쿠퍼 / 짐 파슨스,per:alternate_names,12
20091,프리미어리그 / 1992년,org:founded,18
20092,이재완 / 1855년 음력 12월 5일,per:date_of_birth,25
20093,티토 빌라노바 / 바르셀로나,per:employee_of,6
20094,니콜라스 마두로 / 베네수엘라,per:employee_of,6
20095,김종대 / 정의당,per:employee_of,6
20096,장성군 / 10개,no_relation,0
20097,파울 브라이트너 / 바이에른 뮌헨,per:employee_of,6
20098,셰이크 하시나 / 아와미 연맹,per:employee_of,6
20099,황바울 / 간미연,per:spouse,17
20100,레오 13세 / 비오 9세,no_relation,0
20101,아테네 / 그리스,org:place_of_headquarters,7
20102,이재명 / 더불어민주당,per:employee_of,6
20103,콘라트 2세 / 하인리히 3세,per:children,10
20104,프리드리히 올브리히트 / 1888년 10월 4일,per:date_of_birth,25
20105,순정왕후 / 의릉(의릉),no_relation,0
20106,광주 상무 / 불사조,org:alternate_names,5
20107,해양수산부 / 문성혁,org:top_members/employees,1
20108,정경두 / 국방부 장관,per:title,4
20109,세종특별자치시 / 2012년,org:founded,18
20110,폴란드 / 바르샤바,no_relation,0
20111,통합당 / 미래한국당,org:members,2
20112,신미래 / 트로트 가수,no_relation,0
20113,네덜란드 / 1581년,no_relation,0
20114,보리스 존슨 / 보수당,per:employee_of,6
20115,남베트남 민족해방전선 / 공산주의자,no_relation,0
20116,게리 고든 / 미국 육군,no_relation,0
20117,미래한국당 / 미래통합당,no_relation,0
20118,국립중앙박물관 / 역사박물관,no_relation,0
20119,롯데쇼핑 / 서울특별시 중구,org:place_of_headquarters,7
20120,다카다 시게루 / 1순위,no_relation,0
20121,장수군 / 전라북도,no_relation,0
20122,도쿄대학 / 1877년,org:founded,18
20123,SL 벤피카 / 리스본,org:place_of_headquarters,7
20124,국립박물관 / 코펜하겐,no_relation,0
20125,장쑤 방송 본부 / 3700명,org:number_of_employees/members,9
20126,우하람 / 11위,no_relation,0
20127,두산 베어스 / 오재원,org:top_members/employees,1
20128,알렉산다르 1세 / 드라가 마신,per:spouse,17
20129,미국 육군 / 미국 국방부,org:member_of,20
20130,토셰 프로에스키 / 북마케도니아,per:place_of_birth,26
20131,조현오 / 경찰청장,per:title,4
20132,야로스와프 카친스키 / 법과 정의당,per:employee_of,6
20133,노영민 / 문재인 정부,per:employee_of,6
20134,류현진 / 29경기,no_relation,0
20135,크누트 3세 / 크누트 대왕,per:parents,21
20136,산드루 카르도주 두스 산투스 / 1980년 3월 22일,per:date_of_birth,25
20137,서정원 / 1970년 12월 17일,per:date_of_birth,25
20138,이강인 / 중앙 미드필더,per:title,4
20139,대우건설 / 푸르지오,org:product,3
20140,삼성의료원 / 삼성그룹,org:member_of,20
20141,신구범 / 1942년 2월 2일,per:date_of_birth,25
20142,공화당 / 2014년,no_relation,0
20143,목포시 / 23개,org:number_of_employees/members,9
20144,믈라덴 크르스타이치 / 세르비아,per:origin,15
20145,부르즈 할리파 / 타이베이 101,org:product,3
20146,알폰소 13세 / 부르봉,per:origin,15
20147,류사오치 / 중국공산당,no_relation,0
20148,아메리카 혁명인민동맹 / APRA,org:alternate_names,5
20149,미래에셋금융그룹 / 박현주,org:founded_by,28
20150,정의당 / 노회찬,org:top_members/employees,1
20151,마우리시오 포체티노 / RCD 에스파뇰,per:employee_of,6
20152,하이데르 알리 / 티푸 술탄,per:children,10
20153,조흥은행 / 신한은행,no_relation,0
20154,장성우 / 경찰 야구단,per:employee_of,6
20155,문희상 / 더불어민주당,no_relation,0
20156,터키 항공 / 스타얼라이언스,org:member_of,20
20157,김정은 / 조선인민군,no_relation,0
20158,하나금융그룹 / 하나금융나눔재단,org:members,2
20159,이태규 / 비례대표,per:title,4
20160,저장 대학 / 중화인민공화국,no_relation,0
20161,양준혁 / 삼성 라이온즈,per:employee_of,6
20162,대한축구협회 / KFA,org:alternate_names,5
20163,군인권센터 / 임태훈,org:top_members/employees,1
20164,세비야 / 스페인,org:place_of_headquarters,7
20165,로제 밀라 / 카메룬,per:origin,15
20166,한전KDN / 한국전력공사,org:member_of,20
20167,창원시 / 경상남도,no_relation,0
20168,UFC / 종합격투기,org:alternate_names,5
20169,하나금융그룹 / 하나은행,org:members,2
20170,폴 카가메 / 르완다,no_relation,0
20171,JTBC / 손석희,org:top_members/employees,1
20172,박정희 / 민주공화당,per:employee_of,6
20173,김연아 / 1990년 9월 5일,per:date_of_birth,25
20174,타이거 JK / 드렁큰 타이거,per:employee_of,6
20175,신의주 / 조선민주주의인민공화국,org:place_of_headquarters,7
20176,현대아산 / 현대그룹,org:member_of,20
20177,엘리자베스 1세 / 성공회,per:religion,29
20178,세비야 / 스페인,org:place_of_headquarters,7
20179,수원 삼성 블루윙즈 / 2002,no_relation,0
20180,오스트리아 연방 철도 / ÖBB,org:alternate_names,5
20181,빌 테리 / 뉴욕 자이언츠,per:employee_of,6
20182,강민호 / 롯데 자이언츠,no_relation,0
20183,비틀즈 / 폴 매카트니,per:employee_of,6
20184,중앙일보 / JTBC,no_relation,0
20185,경상남도 / 창원시,no_relation,0
20186,토가시 요시히로 / 1966년,per:date_of_birth,25
20187,"라이언 레이놀즈 / 배우, 영화 제작자",per:title,4
20188,파르마 FC / UEFA,org:member_of,20
20189,이낙연 / 문재인,per:colleagues,14
20190,평민당 / 김대중,org:top_members/employees,1
20191,곽윤기 / 고양시청,per:employee_of,6
20192,목포시 / 김종식,org:top_members/employees,1
20193,데니스 로메달 / 덴마크,per:employee_of,6
20194,연합국 / 연합국,org:alternate_names,5
20195,바티칸 시 / 프란치스코,org:top_members/employees,1
20196,이인한 / 외야수,per:title,4
20197,베르크야루크 / 셀주크 왕조,no_relation,0
20198,정양석 / 18 20,no_relation,0
20199,이억기 / 임진왜란,no_relation,0
20200,비르지니 데팡트 / 소설가,per:title,4
20201,한스 크렙스 / 보병대장,per:title,4
20202,백두현 / 고성군,per:employee_of,6
20203,에레디비시 / 네덜란드,org:place_of_headquarters,7
20204,월지국 / 토하라인,org:top_members/employees,1
20205,펠릭스 4세 / 보니파시오 2세,per:colleagues,14
20206,한화 이글스 / 2005년,no_relation,0
20207,롯데 자이언츠 / 1995년,no_relation,0
20208,요미우리 자이언츠 / 2014,no_relation,0
20209,국민안심병원 / 전남대학교병원,org:members,2
20210,대안신당 / 김종회,org:top_members/employees,1
20211,해양수산부 / 문성혁,org:top_members/employees,1
20212,라리가 / UEFA,no_relation,0
20213,이용섭 / 기독교,no_relation,0
20214,게슈타포 / 친위대,no_relation,0
20215,안토니오 발렌시아 / 1985년 8월 4일,per:date_of_birth,25
20216,영암군 / 전동평,org:top_members/employees,1
20217,크레이그 비지오 / 2루수,per:title,4
20218,민주국민당 / 민주당,no_relation,0
20219,파르네세 / 이탈리아,per:place_of_birth,26
20220,정근우 / SK 와이번스,per:employee_of,6
20221,유노윤호 / 동방신기,per:employee_of,6
20222,이수만 / SM엔터테인먼트,per:employee_of,6
20223,미국 합동전력사령부 / 미국 국방부,org:member_of,20
20224,아이유 / 유인나,no_relation,0
20225,한국전력공사 / 김종갑,org:top_members/employees,1
20226,썬 마이크로시스템즈 / 오라클,org:alternate_names,5
20227,벤피카 / 1904년 2월 28일,org:founded,18
20228,한국승강기안전공단 / 승강기 안전,no_relation,0
20229,연남생 / 연개소문,per:parents,21
20230,아돌프 히틀러 / 요제프 괴벨스,per:colleagues,14
20231,JNR / 1987년 4월 1일,no_relation,0
20232,안인득 / 경상남도 진주시,per:place_of_residence,11
20233,노브고로드 / 러시아,no_relation,0
20234,애니원 / 대원방송,org:member_of,20
20235,신세계 / 정용진,org:top_members/employees,1
20236,적위대 / 핀란드 사회주의 노동자 공화국,org:member_of,20
20237,철도특별사법경찰대 / 국토교통부,org:member_of,20
20238,산업통상자원부 / 정승일,org:top_members/employees,1
20239,바르톨로메오 그라데니고 / 1260년,per:date_of_birth,25
20240,요한 23세 / 프란치스코,per:colleagues,14
20241,나경원 / 자유한국당,per:employee_of,6
20242,이영표 / 건국대학교,per:schools_attended,23
20243,알키비아데스 / 아테네,per:origin,15
20244,레니에 3세 / 알베르 2세,per:children,10
20245,르샹피오나 / 프랑스,org:member_of,20
20246,구혜선 / 안재현,per:spouse,17
20247,이개호 / 김영록,no_relation,0
20248,순천시 / 전라남도,org:member_of,20
20249,북예멘 / 예멘 왕국,no_relation,0
20250,UWO / 캐나다,org:place_of_headquarters,7
20251,라이젠 / AMD,no_relation,0
20252,제주특별자치도 / 제주시,org:members,2
20253,안진범 / FC 안양,per:employee_of,6
20254,SSC 나폴리 / 아우렐리오 데 라우렌티스,org:top_members/employees,1
20255,카를 뵘 / 1894년 8월 28일,per:date_of_birth,25
20256,라스 알 굴 / 탈리아 알 굴,per:children,10
20257,빌헬미나 / 율리아나,per:children,10
20258,김대중 / 김홍걸,no_relation,0
20259,서태지 / 이은성,no_relation,0
20260,알키비아데스 / 아테네,per:origin,15
20261,경제산업성 / 경산성,org:alternate_names,5
20262,광주광역시교육청 / 장휘국,org:top_members/employees,1
20263,인천교통공사 / 인천광역시,org:place_of_headquarters,7
20264,HB엔터테인먼트 / 문보미,org:top_members/employees,1
20265,경찰청 / 행정안전부,no_relation,0
20266,SK텔레콤 / 박정호,org:top_members/employees,1
20267,람보르기니 / 자동차,org:product,3
20268,송기인 / 천주교,per:religion,29
20269,AK플라자 / 백화점,org:member_of,20
20270,아성산업 / 1992년,org:founded,18
20271,전라북도 / 전주시,no_relation,0
20272,김일성 / 김성주,org:alternate_names,5
20273,메이쇼 천황 / 오키코(흥자),per:alternate_names,12
20274,스파이더맨 / 메리 제인 왓슨,no_relation,0
20275,이코카 / 서일본 여객철도,no_relation,0
20276,광주광역시 / 이용섭,org:top_members/employees,1
20277,NC 다이노스 / 유니폼,org:product,3
20278,바른미래당 / 새로운보수당,no_relation,0
20279,전략사무국 / 중앙정보국,org:alternate_names,5
20280,피오렌티나 / 피렌체,no_relation,0
20281,프란체스코 2세 곤차가 / 만토바,per:origin,15
20282,베르놀라크 육군 / 슬로바키아 공화국,org:place_of_headquarters,7
20283,유승민 / 바른정당,per:employee_of,6
20284,"아르헨티나 / 35,000톤",no_relation,0
20285,노미즈 이오리 / 1985년 10월 18일,per:date_of_birth,25
20286,노무현 / 유시민,no_relation,0
20287,우원식 / 원내대표,per:title,4
20288,수륙기동단 / 2018년 3월 27일,org:founded,18
20289,대안신당 / 최경환,org:top_members/employees,1
20290,고명환 / 임지은,per:spouse,17
20291,베이커 앤 맥킨지 / 시카고,org:place_of_headquarters,7
20292,루이 16세 / 마리 앙투아네트,per:spouse,17
20293,메리 튜더 / 루이 12세,no_relation,0
20294,더불어민주당 / 추미애,org:top_members/employees,1
20295,박애리 / 국악인,no_relation,0
20296,다닐 란차우 / 북방 7년 전쟁,no_relation,0
20297,한국과학기술연구원 / KIST,org:alternate_names,5
20298,플로리야나 이스마일리 / 스위스,per:place_of_birth,26
20299,고흥군 / 송귀근,org:top_members/employees,1
20300,무사시 / 야마토,no_relation,0
20301,노가미 료타로 / 사토 타케루,per:alternate_names,12
20302,최호선 / 1990년 2월 28일,per:date_of_birth,25
20303,최건우 / 아구몬,no_relation,0
20304,차태현 / 라준모,per:alternate_names,12
20305,정다경 / 비너스,per:employee_of,6
20306,김병걸 / 1924년,per:date_of_birth,25
20307,호앙아인 잘라이 / V 리그,org:member_of,20
20308,마틴 켈리 / 리버풀,per:employee_of,6
20309,무라트 3세 / 셀림 2세,per:parents,21
20310,농림축산식품부 / 김현수,org:top_members/employees,1
20311,안네 매키넨 / 필라델피아 차지,per:employee_of,6
20312,양정모 / 레슬링,per:title,4
20313,정승제 / 이투스,per:employee_of,6
20314,FC 샬케 04 / 2004,no_relation,0
20315,강원산업 / 현대제철,no_relation,0
20316,가즈오 이시구로 / 1954년 11월 8일,per:date_of_birth,25
20317,김원성 / 미래통합당,per:employee_of,6
20318,순천시 / 흑두루미,no_relation,0
20319,세르주 오리에 / 코트디부아르,per:origin,15
20320,진용진 / 유튜브,no_relation,0
20321,충청남도청 / 안희정,org:top_members/employees,1
20322,브라운슈바이크뤼네부르크 선제후국 / 하노버,org:alternate_names,5
20323,한국가스공사 / 채희봉,org:top_members/employees,1
20324,뉴질랜드 / 오클랜드,org:members,2
20325,광주여대 / 이선재,org:top_members/employees,1
20326,광주광역시청 / 광주광역시 서구,no_relation,0
20327,짐 존스 / 인민사원,per:employee_of,6
20328,말레이시아 / 쿠알라룸푸르,org:members,2
20329,베른트 레노 / 골키퍼,per:title,4
20330,평양과학기술대학 / 전유택,org:top_members/employees,1
20331,이철우 / 자유한국당,per:employee_of,6
20332,목포대 / 박민서,org:top_members/employees,1
20333,빌바오 / 바스크,no_relation,0
20334,부산지방법원 / 부산고등법원,no_relation,0
20335,대안정치 / 최경환,org:top_members/employees,1
20336,루시아드 / 네오위즈,no_relation,0
20337,도도 다카토라 / 1556년 2월 16일,per:date_of_birth,25
20338,강은희 / 대구시교육감,per:title,4
20339,민형배 / 더불어민주당,per:employee_of,6
20340,현대기아차 / 현대모비스,no_relation,0
20341,문성민 / 1986년 9월 14일,per:date_of_birth,25
20342,안토닌 파넨카 / 체코슬로바키아,per:origin,15
20343,토론토 / 캐나다,org:place_of_headquarters,7
20344,뉴욕 양키스 / 2009년 월드 시리즈,no_relation,0
20345,키예프 / 우크라이나,no_relation,0
20346,트레이더스 / 이마트,org:member_of,20
20347,양평군 / 정동균,org:top_members/employees,1
20348,고다이고 / 1339년 9월 19일,per:date_of_death,24
20349,미스터 허드슨 / 싱어송라이터,per:title,4
20350,완도군 / 신우철,org:top_members/employees,1
20351,솔로몬 / 이스라엘 왕국,per:employee_of,6
20352,이국종 / 외상외과 전문의,per:title,4
20353,김방경 / 충렬공,per:alternate_names,12
20354,홍재근 / 태극무공훈장,no_relation,0
20355,정의용 / 국가안보실장,per:title,4
20356,카를 5세 / 합스부르크 가문,per:employee_of,6
20357,다케다 가문 / 무전씨,org:alternate_names,5
20358,대구과학고등학교 / 1988년,org:founded,18
20359,NC 다이노스 / 2015년,no_relation,0
20360,주광덕 / 자유한국당,per:employee_of,6
20361,프리미어리그 / UEFA,no_relation,0
20362,아랍에미리트 / 아부다비,no_relation,0
20363,조달청 / 기획재정부,no_relation,0
20364,"가오즈성 / 변호사, 활동가, 반체제 인사, 인권 운동가",per:title,4
20365,프랑스 제3공화국 / 대통령,no_relation,0
20366,조지 뭉크 / 잉글랜드,per:origin,15
20367,목포시 / 김종식,org:top_members/employees,1
20368,박준범 / 대전광역시,per:place_of_birth,26
20369,임선영 / 1988년 3월 21일,per:date_of_birth,25
20370,제우스 / 그리스,per:origin,15
20371,정대세 / 조선민주주의인민공화국,per:employee_of,6
20372,짠내투어 / 한혜진,org:top_members/employees,1
20373,4.25체육단 / 2017,no_relation,0
20374,펜실베이니아 대학 / 펜실베이니아주 필라델피아,org:place_of_headquarters,7
20375,전라남도교육청 / 장석웅,org:top_members/employees,1
20376,프리드리히 2세 / 프로이센,per:origin,15
20377,배정남 / 모델,per:title,4
20378,이시게 히로미치 / 유격수,per:title,4
20379,후지이 슈카 / LDH,per:employee_of,6
20380,아일랜드 / 더블린,org:place_of_headquarters,7
20381,김연아 / 1996년,no_relation,0
20382,우하람 / 다이빙,no_relation,0
20383,하승진 / 221cm,no_relation,0
20384,한가은 / 우주안,per:alternate_names,12
20385,디디에 드로그바 / 코트디부아르,no_relation,0
20386,부산과학기술대학교 / 강기성,org:top_members/employees,1
20387,f(x) / SM 엔터테인먼트,org:member_of,20
20388,가평군 / 경기도,org:member_of,20
20389,렁카항 / 공격수,per:title,4
20390,LG화학 / 051910,org:alternate_names,5
20391,루크 데이비드 스틸 / 노팅엄 포리스트,per:employee_of,6
20392,최수진 / 국립현대무용단,per:employee_of,6
20393,다카스기 신사쿠 / 조슈 번,per:colleagues,14
20394,탈리아 알 굴 / 라스 알 굴,per:parents,21
20395,"브라질 / 50,000마일",no_relation,0
20396,부산광역시교육청 / 김석준,org:top_members/employees,1
20397,참여정부 / 노무현,org:top_members/employees,1
20398,일렉트로마트 / 이마트,org:member_of,20
20399,신익희 / 1956년 5월 5일,per:date_of_death,24
20400,투니버스 / 애니메이션,org:product,3
20401,이바일로 / 이반 아센 3세,no_relation,0
20402,고야마 마사아키 / 1934년 7월 28일,per:date_of_birth,25
20403,전희경 / 자유한국당,per:employee_of,6
20404,공무원연금공단 / 정남준,org:top_members/employees,1
20405,최승로 / 최은함,per:parents,21
20406,고양시 / 경기도,no_relation,0
20407,완도군 / 신우철,org:top_members/employees,1
20408,신진당 / NFP,org:alternate_names,5
20409,미국 식품의약국 / US FDA,org:alternate_names,5
